filename,lyrics,genre
blues.00010.txt,"Oh little girl, you look good to me
Hey little girl, you look good to me
I'm just a lonely boy baby, lookin' for someone to love

I went to San Antone, California too
When I got there baby, I feel a lonely boy
I didn't find nobody baby, even talk to me
That's why I'm asking you baby
Please be nice to me
'Cause I'm a lonely boy baby
Looking for someone to love

I walked into a tavern, had myself a seat
Everybody was so gay, having fun but me
When I sat down baby and looked into your face
The first thing I said little girl, you was the one for me
I said ohh, oh baby, I got eyes for you

   

",blues
blues.00011.txt,"It serves you right to suffer
It serves you right to be alone
It serves you right to suffer
It serves you right to be alone
Because you're still livin'
The day done packed and gone

Every time you see a woman
She makes you think of yours
Every time you see a woman
She makes you think of yours
And that's why, thats why, thats why
You can't keep from crying

Your doctor put you on
Milk, cream, and alcohol
Your doctor put you on
Milk, cream, and alcohol
He told you that's why
You can't sleep at night
You're nerve is so bad, yeah

Every time you see a woman
She make you think of yours
Every time you see a woman
She make you think of yours
She treated you so bad
You just couldn't keep from crying
Your life will never be the same

You're still living in a day done packed and gone
And memories
You can't live on
In that way
In the past
Them days is gone
",blues
blues.00012.txt,"I went to the crossroad, fell down on my knees
I went to the crossroad, fell down on my knees
Asked the Lord above, ""Have mercy now
Save poor Bob if you please""

Yeoo, standin' at the crossroad, tried to flag a ride
Ooo eeee, I tried to flag a ride
Didn't nobody seem to know me, babe, everybody pass me by

Standin' at the crossroad, baby, risin' sun goin' down
Standin' at the crossroad, baby, eee, eee, risin' sun goin' down
I believe to my soul, now, poor Bob is sinkin' down

You can run, you can run, tell my friend Willie Brown
You can run, you can run, tell my friend Willie Brown
That I got the crossroad blues this mornin', Lord
Babe, I am sinkin' down

And I went to the crossroad, mama, I looked east and west
I went to the crossroad, baby, I looked east and west
Lord, I didn't have no sweet woman
Oh well, babe, in my distress
",blues
blues.00013.txt,"And I feel so lonesome
You hear me when I moan
When I feel so lonesome
You hear me when I moan
Who been drivin' my Terraplane
For you since I been gone?

I'd said, ""I'll flash your lights, mama
Your horn won't even blow""
Somebody's been runnin'
My batteries down on this machine
I even flash my lights, mama
This horn won't even blow
Got a short in this connection
Hoo well, babe, it's way down below

I'm goin' heist your hood, mama
I'm bound to check your oil
I'm goin' heist your hood, mama
I'm bound to check your oil
I got a woman that I'm lovin'
Way down in Arkansas

Now, you know the coils ain't even buzzin'
Little generator won't get the spark
Motor's in a bad condition
You gotta have these batteries charged
But I'm cryin', please, please don't do me wrong
Who been drivin' my Terraplane
Now for you since I been gone
Mr. Highway Man, please don't block the road
Please, please don't block the road

Cause she's reachin' a cold one hundred
And I'm booked and I got to go
Yoo, you hear me weep and moan
Who been drivin' my Terraplane
Now for you since I been gone

I'm gon' get down in this connection
Keep on tanglin' with your wires
I'm gon' get down in this connection
Oh well, keep on tanglin' with these wires
And when I mash down on your little starter
Then your spark plug will give me fire
",blues
blues.00014.txt,,blues
blues.00015.txt,"Mmm mmm mmm mmm mmm
Mmm mmm mmm mmm mmm
Mmm mmm mmm mmm mmm
Mmm mmm mmm mmm mmm
You better come on in my kitchen
Hey, it's goin' to be rainin' outdoors

Ah, the woman I love, took from my best friend
Some joker got lucky, stole her back again
You better come on in my kitchen
Hey, it's goin' to be rainin' outdoors

Ah ah, she's gone, I know she won't come back
I've taken the last nickel out of her nation sack
You better come on in my kitchen
Hey, it's goin' to be rainin' outdoors

(Oh, can't you hear that wind howl?)
Oh, can't you hear that wind howl?
You better come on in my kitchen
Hey, it's going to be rainin' outdoors

When a woman gets in trouble, everybody throws her down
Looking for her good friend, none can be found
You better come on in my kitchen
Hey, it's going to be rainin' outdoors

Winter time's comin', it's gon' be slow
You can't make the winter, babe, that's dry long so
You better come on in my kitchen
'Cause it's going to be rainin' outdoors
",blues
blues.00016.txt,"It's the last fair deal gone down
Last fair deal gone down
It's the last fair deal gone down, good Lord
On that Gulfport Island Road

Ida Belle don't cry this time
Ida Belle don't cry this time
If you cry 'bout a nickel, you die 'bout a dime
She wouldn't cry, but the money won't mind

I love the way you do
I love the way you do
I love the way you do, good Lord
On this Gulfport Island Road

My captain's so mean on me
My captain's so mean on me
My captain's so mean on me, good Lord
On this Gulfport Island Road

Take camp, baby, and sing
Camp, baby, and sing
Let's camp, baby, and sing, good Lord
On that Gulfport Island Road

I've the last fair deal gone down
It's the last fair deal gone down
It's the last fair deal gone down, dear Lord
On this Gulfport Island Road

I'm working my way back home
I'm working my way back home
I'm working my way back home, good Lord
On this Gulfport Island Road

And that thing don't keep ringing so soon
That thing don't keep ringing so soon
And that thing don't keep ringing so soon, good Lord
On that Gulf-ed Port Island Road
",blues
blues.00017.txt,"If I send for my baby, and she don't come
If I send for my baby, man, and she don't come
All the doctors in Hot Springs sure can't help her none
And if she gets unruly, thinks she don't wan' do
If she gets unruly and thinks she don't wan' do
Take my 32-20, now, and cut her half in two
She got a .38 special but I believe it's most too light
She got a .38 special but I believe it's most too light
I got a 32-20, got to make the caps alright
If I send for my baby, man, and she don't come
If I send for my baby, man, and she don't come
All the doctors in Hot Springs sure can't help her none
I'm gonna shoot my pistol, gonna shoot my gatling gun
I'm gonna shoot my pistol, gotta shoot my gatling gun
You made me love you, now your man have come
Ah-oh, baby, where you stayed last night?
Ah-ah, baby, where you stayed last night?
You got your hair all tangled and you ain't talking right
Her .38 special, boys, it do very well
Her .38 special, boys, it do very well
I got a 32-20 now, and it's a-burning
If I send for my baby, man, and she don't come
If I send for my baby, man, and she don't come
All the doctors in Wisconsin sure can't help her none
Hey, hey, baby, where you stayed last night?
Hey, hey, baby, where you stayed last night?
You didn't come home until the sun was shining bright
Ah-oh boy, I just can't take my rest
Ah-oh boy, I just can't take my rest
With this 32-20 laying up and down my breast
",blues
blues.00018.txt,"I got a kind hearted Mama
Do anything in this world for me
I got a kind hearted Mama
Do anything in this world for me
But these evil-hearted women
Man, they will not let me be

I love my baby
My baby don't love me
I love my baby, oooh
My baby don't love me
But I really love that woman
Can't stand to leave her be

A-ain't but the one thing
Makes Mister Johnson drink
I's worried 'bout how you treat me, baby
I begin to think
Oh babe, my life don't feel the same
You breaks my heart
When you call Mister So-and-So's name

She's a kindhearted woman
She studies evil all the time
She's a kindhearted woman
She studies evil all the time
You well's to kill me
As to have it on your mind
",blues
blues.00019.txt,"If I had possession, over judgment day
If I had possession, over judgment day
Lord, the little woman I'm loving wouldn't, have no right to pray

And I went to the mountain, looking as far as my eyes could see
And I went to the mountain, looking as far as my eyes would see
Some other man got my woman, and these lonesome blues got me

And I rolled and I tumbled and I, cried the whole night long
And I rolled and I tumbled and I, cried the whole night long
Boy, I woke up this morning, my biscuit roller gone

Had to fold my arms and I, slowly walked away
(I didn't like the way she done)
Had to fold my arms and I, slowly walked away
I said in my mind, ""Yo' trouble gon' come some day""

Now run here, baby, set down on my knee
Now run here, baby, set down on my knee
I wanna tell you all about the way they treated me
",blues
blues.00020.txt,"Mmmmm mmmmm
I's up this mornin', ah, blues walkin' like a man
I's up this mornin', ah, blues walkin' like a man
Worried blues, give me your right hand

And the blues fell mama's child, tore me all upside down
Blues fell mama's child, and it tore me all upside down
Travel on, poor Bob, just can't turn you 'round

The blues, is a low-down shakin' chill
(Yes, preach 'em now)
Mmmmm mmmmm
Is a low-down shakin' chill
You ain't never had 'em I, hope you never will

Well, the blues, is a achin' old heart disease
( Do it now, you gon' do it? Tell me all about it)
The blues, is a low-down achin' heart disease
Like consumption, killing me by degrees

I can study rain, oh oh drive, oh oh drive my blues
I been studyin' the rain and, I'm 'on drive my blues away
Goin' to the 'stil'ry1, stay out there all day
",blues
blues.00021.txt,"When you got a good friend, that will stay right by your side
When you got a good friend, that will stay right by your side
Give her all of your spare time, love and treat her right

I mistreated my baby, and I can't see no reason why
I mistreated my baby, but I can't see no reason why
Every time I think about it, I just wring my hands and cry

Wonder could I bear apologize, or would she sympathize with me
Mmm mmm mmm, would she sympathize with me
She's a brown skin woman, just as sweet as a girl friend can be

Mmm mmm, babe, I may be right ay wrong
Baby it's yo'why opinion, oh, I may be right ay wrong
Watch your close friend, baby, then your enemies can't do no harm

When you got a good friend, that will stay right by your side
When you got a good friend, that will stay right by your side
Give her all of your spare time, love and treat her right
",blues
blues.00022.txt,"Rambling on my mind

I got ramblin'

I got rambling on my mind

I got ramblin'

I got ramblin' all on my mind

Hate to leave my baby

But you treats me so unkind

I got mean things

I got mean things all on my mind

Little girl little girl

I got mean things all on my mind

Hate to leave my baby

But you treats me so unkind
",blues
blues.00023.txt,"I got stones in my passway
And all my roads seem dark at night
I got stones in my passway
And all my roads seem dark at night
I have pains in my heart
They have taken my appetite

I have a bird to whistle
I have a bird to sing
Have a bird to whistle
And I have a bird to sing
I have a woman that I'm loving
Boy, but she don't mean a thing

My enemies have betrayed me
Have overtaken poor Bob at last
My enemies have betrayed me
Have overtaken poor Bob at last
And 'eres one thing certainly
They have stones all in my pass

Now you trying to take my life
And all my loving too
You laid a passway for me
Now what are you trying to do
I'm crying please
Please let us be friends
And when you hear me howling in my passway rider
Please open your door and let me in

I've got three legs to truck home
Boys please don't block my road
I've got three legs to truck home
Boys please don't block my road
I've been feeling ashamed about my rider
Babe, I'm booked and I got to go
",blues
blues.00024.txt,"If your man get personal, want you to have your fun
If your man get personal, want you to have your fun
Just come on back to Friars Point, mama, and barrelhouse all night long

I got womens in Vicksburg, clean on into Tennessee
I got womens in Vicksburg, clean on into Tennessee
But my Friars Point rider, now, hops all over me

I ain't gon' to state no color, but her front teeth crowned with gold
I ain't gon' to state no color, but her front teeth is crowned with gold
She got a mortgage on my body, now, a lien on my soul

Lord, I'm going to Rosedale, gon' take my rider by my side
Lord, I'm going to Rosedale, gon' take my rider by my side
We can still barrelhouse baby, 'cause it's on the riverside

Now you can squeeze my lemon 'til the juice run down my
'Til the juice run down my leg, baby, (you know what I'm talking about)
You can squeeze my lemon 'til the juice run down my leg
(That's what I'm talking 'bout, now)
But I'm going back to Friars Point, if I be rocking to my head
",blues
blues.00025.txt,"Tell me, milk cow, what on earth is wrong with you?
Ooo ooo eee, milk cow, what on earth is wrong with you?
Now, you have a little calf, hoo hoo, and your milk is turnin' blue
Now, your calf is hungry, I believe he needs a suck
Now, your calf is hungry, hoo hoo, I believe he needs a suck
But your milk is turnin' blue, hoo hoo, I believe he's outta luck
Now, I feel like milkin' and my, cow won't come
I feel like churnin' it and my, milk won't turn
I'm cryin', please, please, don't do me wrong
If you see my milk cow, baby, now-how, please, drive her home
My milk cow been ramblin', hoo hee, for miles around
My milk cow been ramblin', hoo hoo, for miles around
Well, now, can you suck on some other man's bull cow
Hoo hoo, in this strange man's town
",blues
blues.00026.txt,"Early this mornin'
When you knocked upon my door
Early this mornin' whoooo
When you knocked upon my door
And I said 'hello Satan'
I believe it's time to go

Me and the Devil
Was walkin' side by side
Me and the Devil, whoooo
Was walkin' side by side
And I'm going to beat my woman
Until I get satisfied

She said you don't see why
That I would dog her 'round
Now baby you know you ain't doin' me right don'tcha
She say you don't see why, whoooo
That I would dog her 'round
It must-a be that old evil spirit
So deep down in the ground

You may bury my body
Down by the highway side
Baby, I don't care where you bury my body when I'm dead and gone
You may bury my body, whoooo
Down by the highway side
So my old evil spirit
Can get a Greyhound bus and ride
",blues
blues.00027.txt,"I got to keep movin', I got to keep movin'
Blues fallin' down like hail, blues fallin' down like hail
Umm mmm mmm mmm
Blues fallin' down like hail, blues fallin' down like hail
And the days keeps on worryin' me
There's a hellhound on my trail, hellhound on my trail
Hellhound on my trail

If today was Christmas Eve, if today was Christmas Eve
And tomorrow was Christmas Day
If today was Christmas Eve and tomorrow was Christmas Day
Aw, wouldn't we have a time, baby?
All I would need my little sweet rider
Just to pass the time away, huh huh, to pass the time away

You sprinkled hot foot powder, mmm mmm, around my door
All around my door
You sprinkled hot foot powder all around your daddy's door, hmm hmm hmm
It keep me with ramblin' mind, rider every old place I go
Every old place I go

I can tell the wind is risin' the leaves tremblin' on the tree
Tremblin' on the tree
I can tell the wind is risin', leaves tremblin' on the tree
Hmm hmm hmm mmm
All I need's my little sweet woman and to keep my company, hey hey hey hey
My company
",blues
blues.00028.txt,"If your man get personal, want you to have your fun
If your man get personal, want you to have your fun
Just come on back to Friars Point, mama, and barrelhouse all night long

I got womens in Vicksburg, clean on into Tennessee
I got womens in Vicksburg, clean on into Tennessee
But my Friars Point rider, now, hops all over me

I ain't gon' to state no color, but her front teeth crowned with gold
I ain't gon' to state no color, but her front teeth is crowned with gold
She got a mortgage on my body, now, a lien on my soul

Lord, I'm going to Rosedale, gon' take my rider by my side
Lord, I'm going to Rosedale, gon' take my rider by my side
We can still barrelhouse baby, 'cause it's on the riverside

Now you can squeeze my lemon 'til the juice run down my
'Til the juice run down my leg, baby, (you know what I'm talking about)
You can squeeze my lemon 'til the juice run down my leg
(That's what I'm talking 'bout, now)
But I'm going back to Friars Point, if I be rocking to my head
",blues
blues.00029.txt,"Well met, well met said an old true love
Well met, well met said he
I've just returned from the salt salt sea
And it's all for the love of thee

Come in, come in my old true love
And have a seat with me
It's been three fourths of a long long year
Since together we have been

No I can't come in, I can't sit down
For I have but a moment's time
They say you are married to a house carpenter
And your heart will never be mine

Yet I could have married a king's daughter dear
And I'm sure she'd have married me
But I've forsaken her crowns of gold
And it's all for the love of thee

Will you forsaken your house carpenter
And go along with me
I'll take you where the grass grows green
On the banks of the deep blue sea

She picked up her little babe
And kisses gave it three
Say's stay right here my darling little babe
And keep your papa company

Hadn't been on the ship but about two weeks
I'm sure it was not three
'til his true love began to weep and moan
And she weeped most bitterly

Says are you weeping for my silver or my gold
Are you weeping for my silver or my store
Are you weeping for your house carpenter
Whose face you'll never see no more

I'm not weeping for your silver or your gold
No I'm not weeping for your store
I am weeping for my darling little babe
Whose face I'll never see no more

They hadn't been on the ship but about three weeks
I'm sure it was not four
'til they sprung a leak in the bottom of the ship
Sunk and never rise no more
",blues
blues.00030.txt,"Drums are still playing
I can see them marching close
This he walks like a shadow
And that he dances like a ghost
The one that looks like Jimmy, Lord he scares me the most
River Rat Jimmy and Jehosophat

Playing boyhood mumblypeg
A six inch bowie blade
Out the top my redwing kickers
And down a muddy slippery grade
To the fever pitch savannah where grand daddy lay
River Rat Jimmy and Jehosophat

Little Jimmy ghostie face
Ate off the kitchen floor
Cause woman-Mum threw dinner plates
At drunken Dad on the door

He would cop his cans of beer
And close his eyes and soar
River Rat Jimmy and Jehosophat

Shouting revelation out
A boychild man of ten
Never looking up to heaven
Lord it was heaven there and then
And we wrapped our bloodied fingers like a shine-eyed mister zen
River Rat Jimmy and Jehosophat
Sho-ly, sho-ly

Neither of us knew who'd pop
And who would sink the lake
And who would run off fast enough before the bow string would break
Man we was crying for tomorrow
Through the crying and the shake
River Rat Jimmy and Jehosophat
",blues
blues.00031.txt,"One cold summer night sally slipped away
Door left open wide not a word to say
Hard luck took its toll I can't blame her none
Not today might be here tomorrow

She knew better fare when a girl at home
Hope for a settled life, not this world to roam
Let my prayer be heard and guide me on her way
Not today might be here tomorrow

Been three years and change since I held her near
Up and down these roads I've looked everywhere
And not once have I seen the color of her hair
Not today might be here tomorrow

I'll be a hobo's son surely all my days
Whittle off the hours with a memory for my blade
And carve the hand of sally dear hoping her to find
Not today might be here tomorrow
",blues
blues.00032.txt,"Katy's down by the cellar door
Calls for me to go
Back down to the clover
Singing soft and low
Singing soft and low

My little one's mother is
Holding him and crying
She hears Katy call my name
And I can see her dying

Katy says she loves me
I used to feel the same
Walking by the old boneyard
Calling out my name

Hand in hand we laid the deed
And evil we have done
Evil I will do no more
To a mother and her son

Katy Katy stay away from me
I could never quit you, no
You gotta let me be
Sharpened up my razor, picked a piece of ground
One of these dark and moonless nights
Be the last around

My lover turns to walk away
And I follow close behind
Trouble in my pocket
Sorrow in my mind and

Hand in hand we laid the deed
And evil we have done
Evil I will do no more
To a mother and her son

Katy Katy stay away from me
I could never quit you, no
You gotta let me be
Sharpened up my razor, picked a piece of ground
One of these dark and moonless nights
Be the last around

Dark is finally coming on and
Silence in the woods
Would a man do over if the lord said that he could

God it's too late now the night has come
Trouble them no more
The cold steel blade across my neck
Suffering will be over

Katy Katy stay away from me
I could never quit you, no
You gotta let me be
Sharpened up my razor, picked a piece of ground
One of these dark and moonless nights
Will be the last around
",blues
blues.00033.txt,"Will I shed one more tear for my broken family
And have a glass of whiskey with another friend
That has nowhere to be
Get my feet on the road they feel much better there
Gonna stop trying some day some year
I meant it when I told her I loved her and I did
And I meant when I said goodbye
Grabbed my suitcase and my kid
We'll find another place to call home for a while
Oh I get to itching I don't know why
Wandering away
The grey is coming the wrinkles aren't far behind
More nights than not I think this is the one where I lose my mind
Maybe I can get it right this time
Maybe I can stay up most of tonight
Cause I don't want to see her come at me again reaching for my neck
Wandering away
All these broken promises in a shoebox full of bones
Lie behind the crows feet eyes of anyone
Better when they roam
Whatever happens then falls under the wheel
Dancing to a fiddle tune with the devil on my heel
Wandering away
My knees are wobbly my back keeps going out
Try to sing like a bird but all I can do is mumble and shout and moan
Wake up to another damn day
Wish I was magic I'd make it go away
Last night in a dream I saw her again I tried to scream but couldn't
Wandering away
",blues
blues.00034.txt,"come all you good time people
while I've got money to spend
tomorrow might be monday
and I never have a dollar nor a friend
when I had plenty of money, good people
all my friends would gather around
just soon as my pocket book was empty
not a friend on earth could be found
the last time I saw my little woman, good people
had a wine glass in her hand
she's drinking away all her troubles
with a lowdown sorry man
my papa taught me a plenty, good people
my mama taught me more
if I don't quit my lowdown rowdy ways
I'm gonna have more trouble at my door
I wrote my woman a letter, good people
and I told her I was in jail
she wrote me back an answer
said now honey I'm soon come and go your bail
all around this old jail house is haunted, good people
forty dollars won't pay my fine
corn liquor surrounds my body
and pretty women aching my mind
if I would've listened to my mama, good people
I wouldn't have been here today
drinking and shooting and gambling
at home I could not stay
dig a hole, dig a hole in the meadow
dig a hole in the ground
when I'm dead and buried, my pale face turned toward the sun
you can come and see the way you have done
give me corn bread when I'm hungry, good people
corn whisky when I'm dry
pretty women surrounding my body
and bring me heaven when I die
",blues
blues.00035.txt,"Baseball cap and flannel arms
Dancing with a voodoo doll
Sweat rolls down the old guitar
Seeing things the way they are
A crooked look lay on his brow
Beside a wisecrack whiskey mouth
Tip up the bottle and pour him out
Here he is again
Capman bootman
Lay it down horizontal lean slip a finger across the bar
Whip the high note frantic
Skip the manic songwriter's pulled-down rhyme
Then leave'em hanging halfway home
Surprise is not the same thing twice
Music is not your boiled rice
Here he is again
Capman bootman
Leave the making sense behind
Zen bazooka Buddha Joe
Cornmeal and guitar strings
Hates to fly to land and lives to sing
He's got his cap and boots and coat
He's got his box of songs he wrote
I wonder if he'll find that note
Here he is again
Capman bootman
",blues
blues.00036.txt,"Where were you when the train left town
I was standing on the corner, my head hanging down
I be crying hey, train carried my girl away
I be crying hey, that train carried my girl away from town
Ashes to ashes and dust to dust
Show me the woman that I can trust
I be crying hey, train carried my girl away
I be crying hey, that train carried my girl away from town
I wish to the lord that train would wreck
Kill the engineer and break that fireman's neck
I wish to the lord that train would turn around
Bring my girl back to this here town
I be crying hey, train carried my girl away
I be crying hey, that train carried my girl away from town
Smoke-cloud rising, heading for the west
There goes the baby that I love the best
Smoke-cloud falling down from the sky
Oh my girl won't you tell me why
Train carried my girl away from town
Where were you when the train left town?
",blues
blues.00037.txt,"Piece by lonely piece the mountainside tumbles away
Back down to the river bottom lined with pocket worry stones
A hundred years in hand worn smooth by long grandmother nights
Sitting by the rocking chair waiting for the world
Oh, if I could roll back all the years and talk to my daddy's dad
About all the fears I'm leaving in that maybe he had had
I might get some light to shine down this dusty old dry well
Hear the bucket hit the bottom and the rope come rolling by
When three hundred years has been the time from whence it came
Why hadn't someone yet figured out to lower down the gun
And shoot out the middle of this clawing, staring eye?
Hear the bucket hit the bottom and the rope come rolling by
Sitting by that old rocking chair waiting for the world
",blues
